PROGRAM_LABEL,NAME,CODE,TOTAL_UNITS
MF/Other,TX LLANO COUNTY,48299,0
VO,TX LOVING COUNTY,48301,-1
PH,TX LOVING COUNTY,48301,0
MR,TX LOVING COUNTY,48301,-1
All HUD,TX LOVING COUNTY,48301,-1
S236,TX LOVING COUNTY,48301,0
S8 NC/SR,TX LOVING COUNTY,48301,0
MF/Other,TX LOVING COUNTY,48301,0
VO,TX LUBBOCK COUNTY,48303,-1
PH,TX LUBBOCK COUNTY,48303,528
MR,TX LUBBOCK COUNTY,48303,-1
All HUD,TX LUBBOCK COUNTY,48303,-1
S236,TX LUBBOCK COUNTY,48303,70
MF/Other,TX LUBBOCK COUNTY,48303,642
S8 NC/SR,TX LUBBOCK COUNTY,48303,359
VO,TX LYNN COUNTY,48305,-1
PH,TX LYNN COUNTY,48305,70
MR,TX LYNN COUNTY,48305,-1
All HUD,TX LYNN COUNTY,48305,-1
S8 NC/SR,TX LYNN COUNTY,48305,0
S236,TX LYNN COUNTY,48305,0
MF/Other,TX LYNN COUNTY,48305,0
VO,TX MCCULLOCH COUNTY,48307,-1
PH,TX MCCULLOCH COUNTY,48307,180
MR,TX MCCULLOCH COUNTY,48307,-1
All HUD,TX MCCULLOCH COUNTY,48307,-1
S8 NC/SR,TX MCCULLOCH COUNTY,48307,0
S236,TX MCCULLOCH COUNTY,48307,0
MF/Other,TX MCCULLOCH COUNTY,48307,0
PH,TX MCLENNAN COUNTY,48309,1079
VO,TX MCLENNAN COUNTY,48309,-1
MR,TX MCLENNAN COUNTY,48309,-1
All HUD,TX MCLENNAN COUNTY,48309,-1
S236,TX MCLENNAN COUNTY,48309,96
MF/Other,TX MCLENNAN COUNTY,48309,838
S8 NC/SR,TX MCLENNAN COUNTY,48309,272
PH,TX MCMULLEN COUNTY,48311,0
VO,TX MCMULLEN COUNTY,48311,-1
MR,TX MCMULLEN COUNTY,48311,-1
All HUD,TX MCMULLEN COUNTY,48311,-1
S236,TX MCMULLEN COUNTY,48311,0
MF/Other,TX MCMULLEN COUNTY,48311,0
S8 NC/SR,TX MCMULLEN COUNTY,48311,0
PH,TX MADISON COUNTY,48313,55
VO,TX MADISON COUNTY,48313,-1
MR,TX MADISON COUNTY,48313,-1
All HUD,TX MADISON COUNTY,48313,-1
S8 NC/SR,TX MADISON COUNTY,48313,0
S236,TX MADISON COUNTY,48313,0
MF/Other,TX MADISON COUNTY,48313,0
PH,TX MARION COUNTY,48315,50
VO,TX MARION COUNTY,48315,-1
MR,TX MARION COUNTY,48315,-1
All HUD,TX MARION COUNTY,48315,-1
MF/Other,TX MARION COUNTY,48315,0
S8 NC/SR,TX MARION COUNTY,48315,24
S236,TX MARION COUNTY,48315,0
PH,TX MARTIN COUNTY,48317,0
VO,TX MARTIN COUNTY,48317,-1
MR,TX MARTIN COUNTY,48317,-1
All HUD,TX MARTIN COUNTY,48317,-1
MF/Other,TX MARTIN COUNTY,48317,0
S8 NC/SR,TX MARTIN COUNTY,48317,0
S236,TX MARTIN COUNTY,48317,0
PH,TX MASON COUNTY,48319,50
VO,TX MASON COUNTY,48319,-1
MR,TX MASON COUNTY,48319,-1
All HUD,TX MASON COUNTY,48319,-1
S8 NC/SR,TX MASON COUNTY,48319,0
S236,TX MASON COUNTY,48319,0
MF/Other,TX MASON COUNTY,48319,0
VO,TX MATAGORDA COUNTY,48321,-1
PH,TX MATAGORDA COUNTY,48321,136
MR,TX MATAGORDA COUNTY,48321,-1
All HUD,TX MATAGORDA COUNTY,48321,-1
S8 NC/SR,TX MATAGORDA COUNTY,48321,100
S236,TX MATAGORDA COUNTY,48321,0
MF/Other,TX MATAGORDA COUNTY,48321,169
VO,TX MAVERICK COUNTY,48323,-1
PH,TX MAVERICK COUNTY,48323,502
MR,TX MAVERICK COUNTY,48323,-1
All HUD,TX MAVERICK COUNTY,48323,-1
MF/Other,TX MAVERICK COUNTY,48323,0
S8 NC/SR,TX MAVERICK COUNTY,48323,0
S236,TX MAVERICK COUNTY,48323,64
PH,TX MEDINA COUNTY,48325,70
VO,TX MEDINA COUNTY,48325,-1
MR,TX MEDINA COUNTY,48325,-1
All HUD,TX MEDINA COUNTY,48325,-1
MF/Other,TX MEDINA COUNTY,48325,0
S8 NC/SR,TX MEDINA COUNTY,48325,40
S236,TX MEDINA COUNTY,48325,0
PH,TX MENARD COUNTY,48327,0
VO,TX MENARD COUNTY,48327,-1
MR,TX MENARD COUNTY,48327,-1
All HUD,TX MENARD COUNTY,48327,-1
S8 NC/SR,TX MENARD COUNTY,48327,0
S236,TX MENARD COUNTY,48327,0
MF/Other,TX MENARD COUNTY,48327,0
VO,TX MIDLAND COUNTY,48329,-1
PH,TX MIDLAND COUNTY,48329,223
MR,TX MIDLAND COUNTY,48329,-1
All HUD,TX MIDLAND COUNTY,48329,-1
S8 NC/SR,TX MIDLAND COUNTY,48329,209
S236,TX MIDLAND COUNTY,48329,0
MF/Other,TX MIDLAND COUNTY,48329,41
VO,TX MILAM COUNTY,48331,-1
PH,TX MILAM COUNTY,48331,226
MR,TX MILAM COUNTY,48331,-1
All HUD,TX MILAM COUNTY,48331,-1
S236,TX MILAM COUNTY,48331,0
S8 NC/SR,TX MILAM COUNTY,48331,0
MF/Other,TX MILAM COUNTY,48331,0
PH,TX MILLS COUNTY,48333,36
VO,TX MILLS COUNTY,48333,-1
MR,TX MILLS COUNTY,48333,-1
All HUD,TX MILLS COUNTY,48333,-1
S236,TX MILLS COUNTY,48333,0
MF/Other,TX MILLS COUNTY,48333,0
S8 NC/SR,TX MILLS COUNTY,48333,0
PH,TX MITCHELL COUNTY,48335,118
VO,TX MITCHELL COUNTY,48335,-1
MR,TX MITCHELL COUNTY,48335,-1
All HUD,TX MITCHELL COUNTY,48335,-1
S8 NC/SR,TX MITCHELL COUNTY,48335,16
S236,TX MITCHELL COUNTY,48335,0
MF/Other,TX MITCHELL COUNTY,48335,0
VO,TX MONTAGUE COUNTY,48337,-1
PH,TX MONTAGUE COUNTY,48337,90
MR,TX MONTAGUE COUNTY,48337,-1
All HUD,TX MONTAGUE COUNTY,48337,-1
S8 NC/SR,TX MONTAGUE COUNTY,48337,0
S236,TX MONTAGUE COUNTY,48337,0
MF/Other,TX MONTAGUE COUNTY,48337,0
VO,TX MONTGOMERY COUNTY,48339,-1
PH,TX MONTGOMERY COUNTY,48339,0
MR,TX MONTGOMERY COUNTY,48339,-1
All HUD,TX MONTGOMERY COUNTY,48339,-1
S236,TX MONTGOMERY COUNTY,48339,0
MF/Other,TX MONTGOMERY COUNTY,48339,513
S8 NC/SR,TX MONTGOMERY COUNTY,48339,1118
VO,TX MOORE COUNTY,48341,-1
PH,TX MOORE COUNTY,48341,0
MR,TX MOORE COUNTY,48341,-1
All HUD,TX MOORE COUNTY,48341,-1
S236,TX MOORE COUNTY,48341,0
MF/Other,TX MOORE COUNTY,48341,0
S8 NC/SR,TX MOORE COUNTY,48341,0
VO,TX MORRIS COUNTY,48343,-1
PH,TX MORRIS COUNTY,48343,191
MR,TX MORRIS COUNTY,48343,-1
All HUD,TX MORRIS COUNTY,48343,-1
S8 NC/SR,TX MORRIS COUNTY,48343,0
S236,TX MORRIS COUNTY,48343,0
MF/Other,TX MORRIS COUNTY,48343,0
VO,TX MOTLEY COUNTY,48345,-1
PH,TX MOTLEY COUNTY,48345,0
MR,TX MOTLEY COUNTY,48345,-1
All HUD,TX MOTLEY COUNTY,48345,-1
S8 NC/SR,TX MOTLEY COUNTY,48345,0
S236,TX MOTLEY COUNTY,48345,0
MF/Other,TX MOTLEY COUNTY,48345,0
PH,TX NACOGDOCHES COUNTY,48347,100
VO,TX NACOGDOCHES COUNTY,48347,-1
MR,TX NACOGDOCHES COUNTY,48347,-1
All HUD,TX NACOGDOCHES COUNTY,48347,-1
S236,TX NACOGDOCHES COUNTY,48347,0
S8 NC/SR,TX NACOGDOCHES COUNTY,48347,164
MF/Other,TX NACOGDOCHES COUNTY,48347,240
PH,TX NAVARRO COUNTY,48349,427
VO,TX NAVARRO COUNTY,48349,-1
MR,TX NAVARRO COUNTY,48349,-1
All HUD,TX NAVARRO COUNTY,48349,-1
S236,TX NAVARRO COUNTY,48349,104
MF/Other,TX NAVARRO COUNTY,48349,150
S8 NC/SR,TX NAVARRO COUNTY,48349,101
VO,TX NEWTON COUNTY,48351,-1
PH,TX NEWTON COUNTY,48351,63
MR,TX NEWTON COUNTY,48351,-1
All HUD,TX NEWTON COUNTY,48351,-1
S8 NC/SR,TX NEWTON COUNTY,48351,0
S236,TX NEWTON COUNTY,48351,0
MF/Other,TX NEWTON COUNTY,48351,0
PH,TX NOLAN COUNTY,48353,182
VO,TX NOLAN COUNTY,48353,-1
MR,TX NOLAN COUNTY,48353,-1
All HUD,TX NOLAN COUNTY,48353,-1
S8 NC/SR,TX NOLAN COUNTY,48353,136
S236,TX NOLAN COUNTY,48353,0
MF/Other,TX NOLAN COUNTY,48353,0
PH,TX NUECES COUNTY,48355,2094
VO,TX NUECES COUNTY,48355,-1
MR,TX NUECES COUNTY,48355,-1
All HUD,TX NUECES COUNTY,48355,-1
S236,TX NUECES COUNTY,48355,606
MF/Other,TX NUECES COUNTY,48355,1253
S8 NC/SR,TX NUECES COUNTY,48355,696
PH,TX OCHILTREE COUNTY,48357,0
VO,TX OCHILTREE COUNTY,48357,-1
MR,TX OCHILTREE COUNTY,48357,-1
All HUD,TX OCHILTREE COUNTY,48357,-1
S236,TX OCHILTREE COUNTY,48357,0
MF/Other,TX OCHILTREE COUNTY,48357,0
S8 NC/SR,TX OCHILTREE COUNTY,48357,0
PH,TX OLDHAM COUNTY,48359,0
VO,TX OLDHAM COUNTY,48359,-1
MR,TX OLDHAM COUNTY,48359,-1
All HUD,TX OLDHAM COUNTY,48359,-1
S8 NC/SR,TX OLDHAM COUNTY,48359,0
S236,TX OLDHAM COUNTY,48359,0
MF/Other,TX OLDHAM COUNTY,48359,0
PH,TX ORANGE COUNTY,48361,431
VO,TX ORANGE COUNTY,48361,-1
MR,TX ORANGE COUNTY,48361,-1
All HUD,TX ORANGE COUNTY,48361,-1
S8 NC/SR,TX ORANGE COUNTY,48361,226
S236,TX ORANGE COUNTY,48361,0
MF/Other,TX ORANGE COUNTY,48361,0
PH,TX PALO PINTO COUNTY,48363,80
VO,TX PALO PINTO COUNTY,48363,-1
MR,TX PALO PINTO COUNTY,48363,-1
All HUD,TX PALO PINTO COUNTY,48363,-1
MF/Other,TX PALO PINTO COUNTY,48363,0
S8 NC/SR,TX PALO PINTO COUNTY,48363,40
S236,TX PALO PINTO COUNTY,48363,0
PH,TX PANOLA COUNTY,48365,15
VO,TX PANOLA COUNTY,48365,-1
MR,TX PANOLA COUNTY,48365,-1
All HUD,TX PANOLA COUNTY,48365,-1
S8 NC/SR,TX PANOLA COUNTY,48365,32
S236,TX PANOLA COUNTY,48365,0
MF/Other,TX PANOLA COUNTY,48365,0
PH,TX PARKER COUNTY,48367,0
VO,TX PARKER COUNTY,48367,-1
MR,TX PARKER COUNTY,48367,-1
All HUD,TX PARKER COUNTY,48367,-1
S8 NC/SR,TX PARKER COUNTY,48367,76
S236,TX PARKER COUNTY,48367,0
MF/Other,TX PARKER COUNTY,48367,0
VO,TX PARMER COUNTY,48369,-1
PH,TX PARMER COUNTY,48369,0
MR,TX PARMER COUNTY,48369,-1
All HUD,TX PARMER COUNTY,48369,-1
S8 NC/SR,TX PARMER COUNTY,48369,0
S236,TX PARMER COUNTY,48369,0
MF/Other,TX PARMER COUNTY,48369,0
PH,TX PECOS COUNTY,48371,0
VO,TX PECOS COUNTY,48371,-1
MR,TX PECOS COUNTY,48371,-1
All HUD,TX PECOS COUNTY,48371,-1
S236,TX PECOS COUNTY,48371,0
MF/Other,TX PECOS COUNTY,48371,64
S8 NC/SR,TX PECOS COUNTY,48371,0
PH,TX POLK COUNTY,48373,234
VO,TX POLK COUNTY,48373,-1
MR,TX POLK COUNTY,48373,-1
All HUD,TX POLK COUNTY,48373,-1
S236,TX POLK COUNTY,48373,0
MF/Other,TX POLK COUNTY,48373,0
S8 NC/SR,TX POLK COUNTY,48373,80
PH,TX POTTER COUNTY,48375,0
VO,TX POTTER COUNTY,48375,-1
MR,TX POTTER COUNTY,48375,-1
All HUD,TX POTTER COUNTY,48375,-1
S8 NC/SR,TX POTTER COUNTY,48375,144
S236,TX POTTER COUNTY,48375,0
MF/Other,TX POTTER COUNTY,48375,159
PH,TX PRESIDIO COUNTY,48377,74
VO,TX PRESIDIO COUNTY,48377,-1
MR,TX PRESIDIO COUNTY,48377,-1
All HUD,TX PRESIDIO COUNTY,48377,-1
MF/Other,TX PRESIDIO COUNTY,48377,0
S8 NC/SR,TX PRESIDIO COUNTY,48377,0
S236,TX PRESIDIO COUNTY,48377,0
PH,TX RAINS COUNTY,48379,16
VO,TX RAINS COUNTY,48379,-1
MR,TX RAINS COUNTY,48379,-1
All HUD,TX RAINS COUNTY,48379,-1
MF/Other,TX RAINS COUNTY,48379,0
S8 NC/SR,TX RAINS COUNTY,48379,12
S236,TX RAINS COUNTY,48379,0
PH,TX RANDALL COUNTY,48381,44
VO,TX RANDALL COUNTY,48381,-1
MR,TX RANDALL COUNTY,48381,-1
All HUD,TX RANDALL COUNTY,48381,-1
S8 NC/SR,TX RANDALL COUNTY,48381,200
S236,TX RANDALL COUNTY,48381,100
MF/Other,TX RANDALL COUNTY,48381,3
PH,TX REAGAN COUNTY,48383,0
VO,TX REAGAN COUNTY,48383,-1
MR,TX REAGAN COUNTY,48383,-1
All HUD,TX REAGAN COUNTY,48383,-1
S8 NC/SR,TX REAGAN COUNTY,48383,0
S236,TX REAGAN COUNTY,48383,0
MF/Other,TX REAGAN COUNTY,48383,0
PH,TX REAL COUNTY,48385,0
VO,TX REAL COUNTY,48385,-1
MR,TX REAL COUNTY,48385,-1
All HUD,TX REAL COUNTY,48385,-1
MF/Other,TX REAL COUNTY,48385,0
S8 NC/SR,TX REAL COUNTY,48385,0
S236,TX REAL COUNTY,48385,0
PH,TX RED RIVER COUNTY,48387,185
VO,TX RED RIVER COUNTY,48387,-1
MR,TX RED RIVER COUNTY,48387,-1
All HUD,TX RED RIVER COUNTY,48387,-1
MF/Other,TX RED RIVER COUNTY,48387,0
S8 NC/SR,TX RED RIVER COUNTY,48387,0
S236,TX RED RIVER COUNTY,48387,0
PH,TX REEVES COUNTY,48389,152
VO,TX REEVES COUNTY,48389,-1
MR,TX REEVES COUNTY,48389,-1
All HUD,TX REEVES COUNTY,48389,-1
S8 NC/SR,TX REEVES COUNTY,48389,0
S236,TX REEVES COUNTY,48389,0
MF/Other,TX REEVES COUNTY,48389,0
PH,TX REFUGIO COUNTY,48391,0
VO,TX REFUGIO COUNTY,48391,-1
MR,TX REFUGIO COUNTY,48391,-1
All HUD,TX REFUGIO COUNTY,48391,-1
S8 NC/SR,TX REFUGIO COUNTY,48391,48
S236,TX REFUGIO COUNTY,48391,0
MF/Other,TX REFUGIO COUNTY,48391,0
VO,TX ROBERTS COUNTY,48393,-1
PH,TX ROBERTS COUNTY,48393,0
MR,TX ROBERTS COUNTY,48393,-1
All HUD,TX ROBERTS COUNTY,48393,-1
MF/Other,TX ROBERTS COUNTY,48393,0
S236,TX ROBERTS COUNTY,48393,0
S8 NC/SR,TX ROBERTS COUNTY,48393,0
VO,TX ROBERTSON COUNTY,48395,-1
PH,TX ROBERTSON COUNTY,48395,244
MR,TX ROBERTSON COUNTY,48395,-1
All HUD,TX ROBERTSON COUNTY,48395,-1
S8 NC/SR,TX ROBERTSON COUNTY,48395,0
S236,TX ROBERTSON COUNTY,48395,0
MF/Other,TX ROBERTSON COUNTY,48395,100
PH,TX ROCKWALL COUNTY,48397,112
VO,TX ROCKWALL COUNTY,48397,-1
MR,TX ROCKWALL COUNTY,48397,-1
All HUD,TX ROCKWALL COUNTY,48397,-1
S8 NC/SR,TX ROCKWALL COUNTY,48397,0
S236,TX ROCKWALL COUNTY,48397,0
MF/Other,TX ROCKWALL COUNTY,48397,0
PH,TX RUNNELS COUNTY,48399,134
VO,TX RUNNELS COUNTY,48399,-1
MR,TX RUNNELS COUNTY,48399,-1
All HUD,TX RUNNELS COUNTY,48399,-1
S8 NC/SR,TX RUNNELS COUNTY,48399,0
S236,TX RUNNELS COUNTY,48399,0
MF/Other,TX RUNNELS COUNTY,48399,0
VO,TX RUSK COUNTY,48401,-1
PH,TX RUSK COUNTY,48401,178
MR,TX RUSK COUNTY,48401,-1
All HUD,TX RUSK COUNTY,48401,-1
S236,TX RUSK COUNTY,48401,0
MF/Other,TX RUSK COUNTY,48401,0
S8 NC/SR,TX RUSK COUNTY,48401,31
PH,TX SABINE COUNTY,48403,120
VO,TX SABINE COUNTY,48403,-1
MR,TX SABINE COUNTY,48403,-1
All HUD,TX SABINE COUNTY,48403,-1
S236,TX SABINE COUNTY,48403,0
MF/Other,TX SABINE COUNTY,48403,0
S8 NC/SR,TX SABINE COUNTY,48403,0
PH,TX SAN AUGUSTINE COUNTY,48405,72
VO,TX SAN AUGUSTINE COUNTY,48405,-1
MR,TX SAN AUGUSTINE COUNTY,48405,-1
All HUD,TX SAN AUGUSTINE COUNTY,48405,-1
S8 NC/SR,TX SAN AUGUSTINE COUNTY,48405,0
S236,TX SAN AUGUSTINE COUNTY,48405,0
MF/Other,TX SAN AUGUSTINE COUNTY,48405,52
PH,TX SAN JACINTO COUNTY,48407,0
VO,TX SAN JACINTO COUNTY,48407,-1
MR,TX SAN JACINTO COUNTY,48407,-1
All HUD,TX SAN JACINTO COUNTY,48407,-1
MF/Other,TX SAN JACINTO COUNTY,48407,0
S8 NC/SR,TX SAN JACINTO COUNTY,48407,0
S236,TX SAN JACINTO COUNTY,48407,0
PH,TX SAN PATRICIO COUNTY,48409,512
VO,TX SAN PATRICIO COUNTY,48409,-1
MR,TX SAN PATRICIO COUNTY,48409,-1
All HUD,TX SAN PATRICIO COUNTY,48409,-1
MF/Other,TX SAN PATRICIO COUNTY,48409,112
S8 NC/SR,TX SAN PATRICIO COUNTY,48409,187
S236,TX SAN PATRICIO COUNTY,48409,48
VO,TX SAN SABA COUNTY,48411,-1
PH,TX SAN SABA COUNTY,48411,50
MR,TX SAN SABA COUNTY,48411,-1
All HUD,TX SAN SABA COUNTY,48411,-1
S8 NC/SR,TX SAN SABA COUNTY,48411,0
S236,TX SAN SABA COUNTY,48411,0
MF/Other,TX SAN SABA COUNTY,48411,0
VO,TX SCHLEICHER COUNTY,48413,-1
PH,TX SCHLEICHER COUNTY,48413,40
MR,TX SCHLEICHER COUNTY,48413,-1
All HUD,TX SCHLEICHER COUNTY,48413,-1
S8 NC/SR,TX SCHLEICHER COUNTY,48413,0
S236,TX SCHLEICHER COUNTY,48413,0
MF/Other,TX SCHLEICHER COUNTY,48413,0
PH,TX SCURRY COUNTY,48415,0
VO,TX SCURRY COUNTY,48415,-1
MR,TX SCURRY COUNTY,48415,-1
All HUD,TX SCURRY COUNTY,48415,-1
MF/Other,TX SCURRY COUNTY,48415,90
S8 NC/SR,TX SCURRY COUNTY,48415,0
S236,TX SCURRY COUNTY,48415,0
VO,TX SHACKELFORD COUNTY,48417,-1
PH,TX SHACKELFORD COUNTY,48417,0
MR,TX SHACKELFORD COUNTY,48417,-1
All HUD,TX SHACKELFORD COUNTY,48417,-1
MF/Other,TX SHACKELFORD COUNTY,48417,0
S8 NC/SR,TX SHACKELFORD COUNTY,48417,0
S236,TX SHACKELFORD COUNTY,48417,0
VO,TX SHELBY COUNTY,48419,-1
PH,TX SHELBY COUNTY,48419,156
MR,TX SHELBY COUNTY,48419,-1
All HUD,TX SHELBY COUNTY,48419,-1
S8 NC/SR,TX SHELBY COUNTY,48419,24
S236,TX SHELBY COUNTY,48419,0
MF/Other,TX SHELBY COUNTY,48419,100
VO,TX SHERMAN COUNTY,48421,-1
PH,TX SHERMAN COUNTY,48421,0
MR,TX SHERMAN COUNTY,48421,-1
All HUD,TX SHERMAN COUNTY,48421,-1
S8 NC/SR,TX SHERMAN COUNTY,48421,0
S236,TX SHERMAN COUNTY,48421,0
MF/Other,TX SHERMAN COUNTY,48421,0
VO,TX SMITH COUNTY,48423,-1
PH,TX SMITH COUNTY,48423,0
MR,TX SMITH COUNTY,48423,-1
All HUD,TX SMITH COUNTY,48423,-1
S236,TX SMITH COUNTY,48423,0
S8 NC/SR,TX SMITH COUNTY,48423,293
MF/Other,TX SMITH COUNTY,48423,220
VO,TX SOMERVELL COUNTY,48425,-1
PH,TX SOMERVELL COUNTY,48425,0
MR,TX SOMERVELL COUNTY,48425,-1
All HUD,TX SOMERVELL COUNTY,48425,-1
S236,TX SOMERVELL COUNTY,48425,0
MF/Other,TX SOMERVELL COUNTY,48425,0
S8 NC/SR,TX SOMERVELL COUNTY,48425,0
PH,TX STARR COUNTY,48427,134
VO,TX STARR COUNTY,48427,-1
MR,TX STARR COUNTY,48427,-1
All HUD,TX STARR COUNTY,48427,-1
S8 NC/SR,TX STARR COUNTY,48427,0
S236,TX STARR COUNTY,48427,0
MF/Other,TX STARR COUNTY,48427,0
VO,TX STEPHENS COUNTY,48429,-1
PH,TX STEPHENS COUNTY,48429,85
MR,TX STEPHENS COUNTY,48429,-1
All HUD,TX STEPHENS COUNTY,48429,-1
S8 NC/SR,TX STEPHENS COUNTY,48429,0
S236,TX STEPHENS COUNTY,48429,88
MF/Other,TX STEPHENS COUNTY,48429,0
PH,TX STERLING COUNTY,48431,0
VO,TX STERLING COUNTY,48431,-1
MR,TX STERLING COUNTY,48431,-1
All HUD,TX STERLING COUNTY,48431,-1
S236,TX STERLING COUNTY,48431,0
MF/Other,TX STERLING COUNTY,48431,0
S8 NC/SR,TX STERLING COUNTY,48431,0
VO,TX STONEWALL COUNTY,48433,-1
PH,TX STONEWALL COUNTY,48433,34
MR,TX STONEWALL COUNTY,48433,-1
All HUD,TX STONEWALL COUNTY,48433,-1
S236,TX STONEWALL COUNTY,48433,0
MF/Other,TX STONEWALL COUNTY,48433,0
S8 NC/SR,TX STONEWALL COUNTY,48433,0
VO,TX SUTTON COUNTY,48435,-1
PH,TX SUTTON COUNTY,48435,0
MR,TX SUTTON COUNTY,48435,-1
All HUD,TX SUTTON COUNTY,48435,-1
S8 NC/SR,TX SUTTON COUNTY,48435,0
S236,TX SUTTON COUNTY,48435,0
MF/Other,TX SUTTON COUNTY,48435,0
PH,TX SWISHER COUNTY,48437,49
VO,TX SWISHER COUNTY,48437,-1
MR,TX SWISHER COUNTY,48437,-1
All HUD,TX SWISHER COUNTY,48437,-1
MF/Other,TX SWISHER COUNTY,48437,0
S8 NC/SR,TX SWISHER COUNTY,48437,50
S236,TX SWISHER COUNTY,48437,0
VO,TX TARRANT COUNTY,48439,-1
PH,TX TARRANT COUNTY,48439,1472
MR,TX TARRANT COUNTY,48439,-1
All HUD,TX TARRANT COUNTY,48439,-1
MF/Other,TX TARRANT COUNTY,48439,1371
S8 NC/SR,TX TARRANT COUNTY,48439,1550
S236,TX TARRANT COUNTY,48439,585
VO,TX TAYLOR COUNTY,48441,-1
PH,TX TAYLOR COUNTY,48441,237
MR,TX TAYLOR COUNTY,48441,-1
All HUD,TX TAYLOR COUNTY,48441,-1
S8 NC/SR,TX TAYLOR COUNTY,48441,240
S236,TX TAYLOR COUNTY,48441,130
MF/Other,TX TAYLOR COUNTY,48441,191
PH,TX TERRELL COUNTY,48443,0
VO,TX TERRELL COUNTY,48443,-1
MR,TX TERRELL COUNTY,48443,-1
All HUD,TX TERRELL COUNTY,48443,-1
S8 NC/SR,TX TERRELL COUNTY,48443,0
S236,TX TERRELL COUNTY,48443,0
MF/Other,TX TERRELL COUNTY,48443,0
PH,TX TERRY COUNTY,48445,0
VO,TX TERRY COUNTY,48445,-1
MR,TX TERRY COUNTY,48445,-1
All HUD,TX TERRY COUNTY,48445,-1
MF/Other,TX TERRY COUNTY,48445,0
S8 NC/SR,TX TERRY COUNTY,48445,48
S236,TX TERRY COUNTY,48445,0
VO,TX THROCKMORTON COUNTY,48447,-1
PH,TX THROCKMORTON COUNTY,48447,32
MR,TX THROCKMORTON COUNTY,48447,-1
All HUD,TX THROCKMORTON COUNTY,48447,-1
MF/Other,TX THROCKMORTON COUNTY,48447,0
S8 NC/SR,TX THROCKMORTON COUNTY,48447,0
S236,TX THROCKMORTON COUNTY,48447,0
PH,TX TITUS COUNTY,48449,155
VO,TX TITUS COUNTY,48449,-1
MR,TX TITUS COUNTY,48449,-1
All HUD,TX TITUS COUNTY,48449,-1
S8 NC/SR,TX TITUS COUNTY,48449,52
S236,TX TITUS COUNTY,48449,0
MF/Other,TX TITUS COUNTY,48449,0
PH,TX TOM GREEN COUNTY,48451,174
VO,TX TOM GREEN COUNTY,48451,-1
MR,TX TOM GREEN COUNTY,48451,-1
All HUD,TX TOM GREEN COUNTY,48451,-1
S8 NC/SR,TX TOM GREEN COUNTY,48451,150
S236,TX TOM GREEN COUNTY,48451,388
MF/Other,TX TOM GREEN COUNTY,48451,583
VO,TX TRAVIS COUNTY,48453,-1
PH,TX TRAVIS COUNTY,48453,2035
MR,TX TRAVIS COUNTY,48453,-1
All HUD,TX TRAVIS COUNTY,48453,-1
MF/Other,TX TRAVIS COUNTY,48453,1830
S8 NC/SR,TX TRAVIS COUNTY,48453,465
S236,TX TRAVIS COUNTY,48453,350
VO,TX TRINITY COUNTY,48455,-1
PH,TX TRINITY COUNTY,48455,18
MR,TX TRINITY COUNTY,48455,-1
All HUD,TX TRINITY COUNTY,48455,-1
S8 NC/SR,TX TRINITY COUNTY,48455,0
S236,TX TRINITY COUNTY,48455,0
MF/Other,TX TRINITY COUNTY,48455,0
VO,TX TYLER COUNTY,48457,-1
PH,TX TYLER COUNTY,48457,86
MR,TX TYLER COUNTY,48457,-1
All HUD,TX TYLER COUNTY,48457,-1
S8 NC/SR,TX TYLER COUNTY,48457,0
S236,TX TYLER COUNTY,48457,0
MF/Other,TX TYLER COUNTY,48457,0
VO,TX UPSHUR COUNTY,48459,-1
PH,TX UPSHUR COUNTY,48459,157
MR,TX UPSHUR COUNTY,48459,-1
All HUD,TX UPSHUR COUNTY,48459,-1
S8 NC/SR,TX UPSHUR COUNTY,48459,64
S236,TX UPSHUR COUNTY,48459,0
MF/Other,TX UPSHUR COUNTY,48459,0
VO,TX UPTON COUNTY,48461,-1
PH,TX UPTON COUNTY,48461,10
MR,TX UPTON COUNTY,48461,-1
All HUD,TX UPTON COUNTY,48461,-1
S236,TX UPTON COUNTY,48461,0
MF/Other,TX UPTON COUNTY,48461,0
S8 NC/SR,TX UPTON COUNTY,48461,0
VO,TX UVALDE COUNTY,48463,-1
PH,TX UVALDE COUNTY,48463,48
MR,TX UVALDE COUNTY,48463,-1
All HUD,TX UVALDE COUNTY,48463,-1
S236,TX UVALDE COUNTY,48463,0
MF/Other,TX UVALDE COUNTY,48463,96
S8 NC/SR,TX UVALDE COUNTY,48463,34
VO,TX VAL VERDE COUNTY,48465,-1
PH,TX VAL VERDE COUNTY,48465,391
MR,TX VAL VERDE COUNTY,48465,-1
All HUD,TX VAL VERDE COUNTY,48465,-1
S8 NC/SR,TX VAL VERDE COUNTY,48465,0
S236,TX VAL VERDE COUNTY,48465,48
MF/Other,TX VAL VERDE COUNTY,48465,53
VO,TX VAN ZANDT COUNTY,48467,-1
PH,TX VAN ZANDT COUNTY,48467,260
MR,TX VAN ZANDT COUNTY,48467,-1
All HUD,TX VAN ZANDT COUNTY,48467,-1
S8 NC/SR,TX VAN ZANDT COUNTY,48467,0
S236,TX VAN ZANDT COUNTY,48467,0
MF/Other,TX VAN ZANDT COUNTY,48467,0
VO,TX VICTORIA COUNTY,48469,-1
PH,TX VICTORIA COUNTY,48469,321
MR,TX VICTORIA COUNTY,48469,-1
